RIS_name,mouse_symbol,Product,MGI,mouse_chr,retrovirus,transposon
Evi121,Mef2c,myocyte enhancer factor 2C,MGI:99458,chr13,13,0
Evi53,Mef2d,myocyte enhancer factor 2D,MGI:99533,chr3,6,0
ND,Megf11,multiple EGF-like-domains 11,MGI:1920951,chr9,2,0
ND,Megf9,multiple EGF-like-domains 9,MGI:1918264,chr4,0,1
Evi8,Meis1,myeloid ecotropic viral integration site 1,MGI:104717,chr11,39,0
ND,Meox1,mesenchyme homeobox 1,MGI:103220,chr11,2,0
ND,Metap2,methionine aminopeptidase 2,MGI:1929701,chr10,1,0
ND,Metapl1,methionine aminopeptidase-like 1,MGI:1913809,chr2,1,0
ND,Metrnl,"meteorin, glial cell differentiation regulator-like",MGI:2384806,chr11,1,1
ND,Mettl2,methyltransferase like 2,MGI:1289171,chr11,0,1
ND,Mettl8,methyltransferase like 8,MGI:2385142,chr2,2,0
ND,Mex3c,mex3 homolog C (C. elegans),MGI:2652843,chr18,2,0
ND,Mfap5,microfibrillar associated protein 5,MGI:1354387,chr6,1,0
ND,Mfsd1,major facilitator superfamily domain containing 1,MGI:1914118,chr3,0,1
ND,Mfsd3,major facilitator superfamily domain containing 3,MGI:1916822,chr15,1,0
ND,Mfsd7,major facilitator superfamily domain containing 7,MGI:2442629,chr5,1,0
ND,Mfsd8,major facilitator superfamily domain containing 8,MGI:1919425,chr3,1,1
ND,Mgat4a,"mannoside acetylglucosaminyltransferase 4, isoenzyme A",MGI:2662992,chr1,3,0
ND,Mgat4b,"mannoside acetylglucosaminyltransferase 4, isoenzyme B",MGI:2143974,chr11,0,1
ND,Mgat5,mannoside acetylglucosaminyltransferase 5,MGI:894701,chr1,1,1
ND,Mgll,monoglyceride lipase,MGI:1346042,chr6,1,0
ND,Mgmt,O-6-methylguanine-DNA methyltransferase,MGI:96977,chr7,2,0
ND,Mgst2,microsomal glutathione S-transferase 2,MGI:2448481,chr3,1,0
ND,Mia3,melanoma inhibitory activity 3,MGI:2443183,chr1_random,1,0
ND,Mical3,"microtubule associated monoxygenase, calponin and LIM domain containing 3",MGI:2442733,chr6,1,0
Mid1,Mid1,midline 1,MGI:1100537,chrX,8,0
ND,Mier1,mesoderm induction early response 1 homolog (Xenopus laevis,MGI:1918398,chr4,1,0
ND,Mier3,"mesoderm induction early response 1, family member 3",MGI:2442317,chr13,1,0
ND,Mink1,misshapen-like kinase 1 (zebrafish),MGI:1355329,chr11,1,0
Kis2,Mirn106a,microRNA 106a,MGI:3619120,chrX,13,0
Evi159,Mirn142,microRNA 142,MGI:2676827,chr11,10,0
mir17-92,Mirn17,microRNA 17,MGI:3619065,chr14,10,0
Btl6,Mirn29a,microRNA 29a,MGI:2676904,chr6,12,0
Dkmi18,Mirnlet7g,microRNA let7g,MGI:2676800,chr9,2,0
ND,Mixl1,Mix1 homeobox-like 1 (Xenopus laevis),MGI:1351322,chr1,1,0
ND,Mkl1,MKL (megakaryoblastic leukemia)/myocardin-like 1,MGI:2384495,chr15,0,1
ND,Mkln1,"muskelin 1, intracellular mediator containing kelch motifs",MGI:1351638,chr6,3,0
ND,Mknk2,MAP kinase-interacting serine/threonine kinase 2,MGI:894279,chr10,0,1
ND,Mll1,myeloid/lymphoid or mixed-lineage leukemia 1,MGI:96995,chr9,2,0
ND,Mll3,myeloid/lymphoid or mixed-lineage leukemia 3,MGI:2444959,chr5,1,0
ND,Mllt11,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11",MGI:1929671,chr3,1,0
ND,Mllt3,myeloid/lymphoid or mixed lineage-leukemia translocation to 3 homolog (Drosophila),MGI:1917372,chr4,2,0
ND,Mllt6,myeloid/lymphoid or mixed lineage-leukemia translocation to 6 homolog (Drosophila),MGI:1935145,chr11,2,0
ND,Mlstd1,male sterility domain containing 1,MGI:2687035,chr6,0,1
ND,Mlstd2,male sterility domain containing 2,MGI:1914670,chr7,1,0
ND,Mlze,"melanoma-derived leucine zipper, extra-nuclear factor",MGI:1933176,chr15,2,0
ND,Mmachc,"methylmalonic aciduria cblC type, with homocystinuria",MGI:1914346,chr4,1,0
ND,Mmd,monocyte to macrophage differentiation-associated,MGI:1914718,chr11,1,0
ND,Mmd2,monocyte to macrophage differentiation-associated 2,MGI:1922354,chr5,1,0
Mmp14,Mmp14,matrix metallopeptidase 14 (membrane-inserted),MGI:101900,chr14,3,0
ND,Mmp25,matrix metallopeptidase 25,MGI:2443938,chr17,1,0
ND,Mmp28,matrix metallopeptidase 28 (epilysin),MGI:2153062,chr11,1,0
Mn1,Mn1,meningioma 1,MGI:1261813,chr5,12,0
ND,Mnd1,meiotic nuclear divisions 1 homolog (S. cerevisiae),MGI:1924165,chr3,2,1
Cis8,Mobkl2a,"MOB1, Mps One Binder kinase activator-like 2A (yeast)",MGI:3050117,chr10,2,0
ND,Mobkl3,"MOB1, Mps One Binder kinase activator-like 3 (yeast)",MGI:104899,chr1,2,0
ND,Mog,myelin oligodendrocyte glycoprotein,MGI:97435,chr17,1,0
ND,Mon1b,MON1 homolog b (yeast),MGI:1923231,chr8,0,1
ND,Morc1,microrchidia 1,MGI:1316740,chr16,0,1
ND,Morn3,MORN repeat containing 3,MGI:1922140,chr5,1,0
ND,Mpa2l,macrophage activation 2 like,MGI:2140937,chr5,1,0
ND,Mphosph1,M-phase phosphoprotein 1,MGI:2444576,chr19,1,0
Mpp1,Mpp1,"membrane protein, palmitoylated",MGI:105941,chrX,1,0
ND,Mpp6,"membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)",MGI:1927340,chr6,1,0
ND,Mppe1,metallophosphoesterase 1,MGI:2661311,ND,5,0
ND,Mpzl1,myelin protein zero-like 1,MGI:1915731,chr1,2,0
ND,Mpzl3,myelin protein zero-like 3,MGI:2442647,chr9,1,0
Casvis5,Mrc1,"mannose receptor, C type 1",MGI:97142,chr2,1,0
ND,Mre11a,meiotic recombination 11 homolog A (S. cerevisiae),MGI:1100512,chr9,1,0
ND,Mrpl15,mitochondrial ribosomal protein L15,MGI:1351639,chr1,1,0
ND,Mrpl27,mitochondrial ribosomal protein L27,MGI:2137224,chr11,1,0
ND,Mrpl44,mitochondrial ribosomal protein L44,MGI:1916413,chr1,1,0
ND,Mrpl46,mitochondrial ribosomal protein L46,MGI:1914558,chr7,1,0
ND,Mrps10,mitochondrial ribosomal protein S10,MGI:1928139,chr17,1,0
ND,Mrps15,mitochondrial ribosomal protein S15,MGI:1913657,chr4,0,1
ND,Mrps18a,mitochondrial ribosomal protein S18A,MGI:1915815,chr17,1,0
ND,Mrps18b,mitochondrial ribosomal protein S18B,MGI:1914223,chr17,1,0
ND,Mrps33,mitochondrial ribosomal protein S33,MGI:1338046,chr6,0,1
ND,Mrps6,mitochondrial ribosomal protein S6,MGI:2153111,chr16,0,1
Mrvi1,Mrvi1,MRV integration site 1,MGI:1338023,chr7,6,0
ND,Msgn1,mesogenin 1,MGI:1860483,chr12,1,0
ND,Msh5,mutS homolog 5 (E. coli),MGI:1329021,chr17,2,0
ND,Msi2,Musashi homolog 2 (Drosophila),MGI:1923876,chr11,3,1
ND,Msn,moesin,MGI:97167,chrX,0,1
ND,Msrb3,methionine sulfoxide reductase B3,MGI:2443538,chr10,1,0
ND,Mst1,macrophage stimulating 1 (hepatocyte growth factor-like),MGI:96080,chr9,1,0
ND,Mstn,myostatin,MGI:95691,chr1,0,1
ND,Mta3,metastasis associated 3,MGI:2151172,chr17,3,0
ND,Mtap,methylthioadenosine phosphorylase,MGI:1914152,chr4,0,1
ND,Mtap2,microtubule-associated protein 2,MGI:97175,chr1,1,1
ND,Mtap4,microtubule-associated protein 4,MGI:97178,chr9,1,0
ND,Mtap6,microtubule-associated protein 6,MGI:1201690,chr7,1,0
ND,Mtap7d1,microtubule-associated protein 7 domain containing 1,MGI:2384297,chr4,1,0
ND,Mtap7d2,MAP7 domain containing 2,MGI:1917474,chrX,0,1
ND,Mtap9,microtubule-associated protein 9,MGI:2442208,chr3,0,1
ND,Mtf2,metal response element binding transcription factor 2,MGI:105050,chr5,1,0
ND,Mthfd1l,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like,MGI:1924836,chr10,2,0
ND,Mthfd2,"methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase",MGI:1338850,chr6,0,1
ND,Mtmr10,myotubularin related protein 10,MGI:2142292,chr7,1,0
ND,Mtmr2,myotubularin related protein 2,MGI:1924366,chr9,2,0
ND,Mtmr3,myotubularin related protein 3,MGI:1921552,chr11,1,2
ND,Mtmr6,myotubularin related protein 6,MGI:2145637,chr14,1,1
ND,Mtmr7,myotubularin related protein 7,MGI:1891693,chr8,1,0
ND,Mtrr,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,MGI:1891037,chr13,0,1
ND,Mtss1,metastasis suppressor 1,MGI:2384818,chr15,1,0
ND,Mtus1,mitochondrial tumor suppressor 1,MGI:2142572,chr8,2,0
ND,Mtx1,metaxin 1,MGI:103025,chr3,1,0
ND,Mtx2,metaxin 2,MGI:1859652,chr2,1,1
ND,Muc5b,"mucin 5, subtype B, tracheobronchial",MGI:1921430,chr7,1,0
ND,Mup1,major urinary protein 5,MGI:104974,chr4,0,2
ND,Mup4,major urinary protein 4,MGI:97236,chr4,0,1
ND,Musk,"muscle, skeletal, receptor tyrosine kinase",MGI:103581,chr4,0,1
ND,Mxi1,Max interacting protein 1,MGI:97245,chr19,1,0
ND,Myb,myeloblastosis oncogene,MGI:97249,ND,1,0
ND,Mybl1,myeloblastosis oncogene-like 1,MGI:99925,chr1,1,0
ND,Myc,myelocytomatosis oncogene,MGI:97250,chr15,79,1
Mycn,Mycn,"v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)",MGI:97357,chr12,12,0
ND,Myef2,"myelin basic protein expression factor 2, repressor",MGI:104592,chr2,0,1
ND,Myh13,"myosin, heavy polypeptide 13, skeletal muscle",MGI:1339967,chr11,0,1
ND,Myl1,"myosin, light polypeptide 1",MGI:97269,chr1,1,0
ND,Myl4,"myosin, light polypeptide 4",MGI:97267,chr11,1,0
ND,Mylc2b,"myosin light chain, regulatory B",MGI:107494,chr17,2,0
ND,Mylc2pl,"myosin light chain 2, precursor lymphocyte-specific",MGI:1891705,chr5,1,0
ND,Myo10,myosin X,MGI:107716,chr15,0,1
ND,Myo16,myosin XVI,MGI:2685951,chr8,1,1
ND,Myo18a,myosin XVIIIa,MGI:2667185,chr11,1,0
ND,Myo1d,myosin ID,MGI:107728,chr11,1,0
ND,Myo1e,myosin IE,MGI:106621,chr9,0,1
ND,Myo1g,myosin IG,MGI:1927091,chr11,1,0
ND,Myo3a,myosin IIIA,MGI:2183924,chr2,1,0
ND,Myo3b,myosin IIIB,MGI:2448580,chr2,1,0
ND,Myoc,myocilin,MGI:1202864,chr1,1,0
ND,Myog,myogenin,MGI:97276,chr1,2,0
ND,Myom2,myomesin 2,MGI:1328358,chr8,1,0
ND,Myot,myotilin,MGI:1889800,chr18,1,0
ND,Myoz1,myozenin 1,MGI:1929471,chr14,1,0
ND,Mysm1,"myb-like, SWIRM and MPN domains 1",MGI:2444584,chr4,0,1
ND,Myst2,MYST histone acetyltransferase 2,MGI:2182799,chr11,1,0
ND,Myt1l,myelin transcription factor 1-like,MGI:1100511,chr12,1,0
ND,N/D,N/D,N/D,chr12,199,494
ND,N28178,expressed sequence N28178,MGI:2140712,chr4,0,1
ND,Nab2,Ngfi-A binding protein 2,MGI:107563,chr10,1,0
ND,Naca,nascent polypeptide-associated complex alpha polypeptide,MGI:106095,chr10,1,1
ND,Nagk,N-acetylglucosamine kinase,MGI:1860418,chr6,0,1
ND,Nalcn,"sodium leak channel, non-selective",MGI:2444306,chr14,1,0
ND,Nanos3,nanos homolog 3 (Drosophila),MGI:2675387,chr8,2,0
ND,Nanp,N-acetylneuraminic acid phosphatase,MGI:1914561,chr2,1,0
Napa,Napa,N-ethylmaleimide sensitive fusion protein attachment protein alpha,MGI:104563,chr7,3,0
ND,Narg1l,NMDA receptor regulated 1-like,MGI:1914147,chr14,1,0
Btl28,Nav1,neuron navigator 1,MGI:2183683,chr1,2,0
ND,Ncam2,neural cell adhesion molecule 2,MGI:97282,chr16,1,0
2810406C15Rik,Ncapd2,"non-SMC condensin I complex, subunit D2",MGI:1915548,chr6,2,0
ND,Ncaph,"non-SMC condensin I complex, subunit H",MGI:2444777,chr2,0,1
ND,Ncf1,neutrophil cytosolic factor 1,MGI:97283,chr5,1,0
ND,Nckap1,NCK-associated protein 1,MGI:1355333,chr2,1,0
ND,Ncln,nicalin homolog (zebrafish),MGI:1926081,chr10,1,0
ND,Ncoa1,nuclear receptor coactivator 1,MGI:1276523,chr12,1,0
Evi32,Ncoa2,nuclear receptor coactivator 2,MGI:1276533,chr1,8,0
ND,Ncoa3,nuclear receptor coactivator 3,MGI:1276535,chr2,4,0
ND,Ncoa7,nuclear receptor coactivator 7,MGI:2444847,chr10,1,0
Evi69,Ncor2 | Scarb1,"nuclear receptor co-repressor 2 | scavenger receptor class B, member 1",MGI:1337080 |MGI:893578,chr5,7,0
ND,Ndc80,"NDC80 homolog, kinetochore complex component (S. cerevisiae)",MGI:1914302,chr17,0,1
ND,Ndfip1,Nedd4 family interacting protein 1,MGI:1929601,chr18,2,0
ND,Ndfip2,Nedd4 family interacting protein 2,MGI:1923523,chr14,2,0
ND,Ndrg4,N-myc downstream regulated gene 4,MGI:2384590,chr8,0,1
ND,Ndst4,N-deacetylase/N-sulfotransferase (heparin glucosaminyl) 4,MGI:1932545,chr3,0,1
ND,Ndufb10,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10",MGI:1915592,chr17,1,0
ND,Ndufb3,NADH dehydrogenase (ubiquinone) 1 beta subcomplex 3,MGI:1913745,chr1,0,1
ND,Ndufb7,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7",MGI:1914166,chr8,1,0
ND,Ndufc1,"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1",MGI:1913627,chr3,0,1
ND,Ndufs4,NADH dehydrogenase (ubiquinone) Fe-S protein 4,MGI:1343135,chr13,1,0
ND,Ndufs5,NADH dehydrogenase (ubiquinone) Fe-S protein 5,MGI:1890889,chr4,0,1
ND,Nebl,nebulette,MGI:1921353,chr2,1,0
ND,Nedd1,"neural precursor cell expressed, developmentally down-regulated gene 1",MGI:97293,chr10,0,1
ND,Nedd4,"neural precursor cell expressed, developmentally down-regulted gene 4",MGI:97297,chr9,1,0
ND,Nedd4l,"neural precursor cell expressed, developmentally down-regulated gene 4-like",MGI:1933754,chr18,4,1
ND,Nedd9,"neural precursor cell expressed, developmentally down-regulated gene 9",MGI:97302,chr13,2,0
ND,Negr1,neuronal growth regulator 1,MGI:2444846,chr3,0,1
ND,Nek4,NIMA (never in mitosis gene a)-related expressed kinase 4,MGI:1344404,chr14,1,0
ND,Nek6,NIMA (never in mitosis gene a)-related expressed kinase 6,MGI:1891638,chr2,1,0
ND,Neo1,neogenin,MGI:1097159,chr9,1,0
ND,Nes,nestin,MGI:101784,chr3,1,0
ND,Net1,neuroepithelial cell transforming gene 1,MGI:1927138,chr13,0,1
ND,Neurod4,neurogenic differentiation 4,MGI:108055,chr10,1,1
Evi2,Nf1,neurofibromatosis 1,MGI:97306,chr11,30,0
ND,Nfam1,Nfat activating molecule with ITAM motif 1,MGI:1921289,chr15,1,0
Evi94,Nfat5,nuclear factor of activated T-cells 5,MGI:1859333,chr8,5,0
Evi138,Nfatc1,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1",MGI:102469,chr18,9,0
ND,Nfatc2,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2",MGI:102463,chr2,1,0
Nfatc3,Nfatc3,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3",MGI:103296,chr8,2,0
Fli2,Nfe2,"nuclear factor, erythroid derived 2",MGI:97308,ND,5,0
ND,Nfe2l1,"nuclear factor, erythroid derived 2,-like 1",MGI:99421,chr11,1,0
Cri06,Nfe2l2,"nuclear factor, erythroid derived 2, like 2",MGI:108420,chr2,1,0
ND,Nfia,nuclear factor I/A,MGI:108056,chr4,2,4
ND,Nfib,nuclear factor I/B,MGI:103188,chr4,3,2
Evi158,Nfic,nuclear factor I/C,MGI:109591,chr10,5,0
Btl18,Nfix,nuclear factor I/X,MGI:97311,chr8,6,0
ND,Nfkb1,"nuclear factor of kappa light chain gene enhancer in B-cells 1, p105",MGI:97312,chr3,11,1
Evi140,Nfkb2,"nuclear factor of kappa light polypeptide gene enhancer in B-cells 2, p49/p100",MGI:1099800,chr19,3,0
Evi116,Nfkbia,"nuclear factor of kappa light chain gene enhancer in B-cells inhibitor, alpha",MGI:104741,chr12,3,0
Evi132,Nfkbie,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon",MGI:1194908,chr17,6,0
ND,Nfkbil1,nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1,MGI:1340031,chr17,1,0
ND,Nfu1,NFU1 iron-sulfur cluster scaffold homolog (S. cerevisiae),MGI:1913290,chr6,1,0
ND,Nfyc,nuclear transcription factor-Y gamma,MGI:107901,chr4,1,0
ND,Nhej1,nonhomologous end-joining factor 1,MGI:1922820,chr1,0,1
ND,Nhlh2,nescient helix loop helix 2,MGI:97324,chr3,1,0
ND,Nhsl1,NHS-like 1,MGI:106390,chr10,1,0
ND,Nid1,nidogen 1,MGI:97342,chr13,1,0
ND,Nid2,nidogen 2,MGI:1298229,chr14,1,0
ND,Nin,ninein,MGI:105108,chr12,1,0
ND,Ninj2,ninjurin 2,MGI:1352751,chr6,4,0
Nipbl,Nipbl,Nipped-B homolog (Drosophila),MGI:1913976,chr15,0,2
ND,Nipsnap3a,nipsnap homolog 3A (C. elegans),MGI:1913786,chr4,1,0
ND,Nkain2,Na+/K+ transporting ATPase interacting 2,MGI:1923447,chr10,1,0
ND,Nkapl,NFKB activating protein-like,MGI:1913957,chr13,1,0
ND,Nkd1,naked cuticle 1 homolog (Drosophila),MGI:2135954,chr8,1,0
ND,Nkd2,naked cuticle 2 homolog (Drosophila),MGI:1919543,chr13,1,0
ND,Nktr,natural killer tumor recognition sequence,MGI:97346,chr9,1,0
ND,Nkx2-2,"NK2 transcription factor related, locus 2 (Drosophila)",MGI:97347,chr2,1,0
ND,Nkx3-1,"NK-3 transcription factor, locus 1 (Drosophila)",MGI:97352,chr14,0,1
ND,Nkx3-2,NK3 homeobox 2,MGI:108015,chr5,3,0
ND,Nlgn1,neuroligin 1,MGI:2179435,chr3,0,1
ND,Nlrp1c,"NLR family, pyrin domain containing 1C",MGI:3582962,chr11,1,0
ND,Nlrp4g,"NLR family, pyrin domain containing 4G",MGI:3700744,chr9_random,1,0
ND,Nlrx1,NLR family member X1,MGI:2429611,chr9,1,0
Casvis3,Nme2,"expressed in non-metastatic cells 2, protein",MGI:97356,chr11,1,0
ND,Nmnat2,nicotinamide nucleotide adenylyltransferase 2,MGI:2444155,chr1,0,1
ND,Nmnat3,nicotinamide nucleotide adenylyltransferase 3,MGI:1921330,chr9,1,0
ND,Nmur1,neuromedin U receptor 1,MGI:1341898,chr1,1,0
ND,Nmur2,neuromedin U receptor 2,MGI:2441765,chr11,1,0
ND,NM_001024712,hypothetical protein LOC544988,N/D,chr14,0,1
ND,NM_001085412,novel protein similar to preferentially expressed antigen in melanoma-like family (Pramel),N/D,chr4,0,1
ND,NM_001109985,N/D,N/D,chr1,0,2
ND,NM_001110229,N/D,N/D,chr2,0,1
ND,NM_001110231,N/D,N/D,chr2,0,2
ND,NM_001110508,N/D,N/D,chr8,0,1
ND,NM_001110796,N/D,N/D,chr5,0,1
ND,NM_001110843,N/D,N/D,chr5,0,1
ND,Nnt,nicotinamide nucleotide transhydrogenase,MGI:109279,chr13,0,1
Evi145,Nod1,nucleotide-binding oligomerization domain containing 1,MGI:1341839,chr6,2,0
ND,Nog,noggin,MGI:104327,chr11,1,0
ND,Nol10,nucleolar protein 10,MGI:2684913,chr12,1,1
ND,Nol4,nucleolar protein 4,MGI:2441684,chr18,1,2
ND,Nol5,nucleolar protein 5,MGI:1933184,chr1,1,0
ND,Nos1,"nitric oxide synthase 1, neuronal",MGI:97360,chr5,1,0
Notch1,Notch1,Notch gene homolog 1 (Drosophila),MGI:97363,chr2,33,1
Evi54,Notch2,Notch gene homolog 2 (Drosophila),MGI:97364,chr3,19,0
ND,Npas3,neuronal PAS domain protein 3,MGI:1351610,chr12,1,0
ND,Npc1,Niemann Pick type C1,MGI:1097712,chr18,1,0
ND,Npcd,neuronal pentraxin with chromo domain,N/D,chr15,1,0
ND,Npepps,aminopeptidase puromycin sensitive,MGI:1101358,chr11,1,0
ND,Nphs2,"nephrosis 2 homolog, podocin (human)",MGI:2157018,chr1,2,0
ND,Npr2,natriuretic peptide receptor 2,MGI:97372,chr4,0,1
ND,Npsr1,neuropeptide S receptor 1,MGI:2441738,chr9,1,0
ND,Npvf,neuropeptide VF precursor,MGI:1926488,chr6,2,0
ND,Npy1r,neuropeptide Y receptor Y1,MGI:104963,chr8,1,0
ND,Nr1d1,"nuclear receptor subfamily 1, group D, member 1",MGI:2444210,chr11,2,0
ND,Nr1h4,"nuclear receptor subfamily 1, group H, member 4",MGI:1352464,chr10,1,0
ND,Nr4a3,"nuclear receptor subfamily 4, group A, member 3",MGI:1352457,chr4,2,0
ND,Nrap,nebulin-related anchoring protein,MGI:1098765,chr19,1,1
Nras,Nras,neuroblastoma ras oncogene,MGI:97376,chr3,2,0
ND,Nrbf2,nuclear receptor binding factor 2,MGI:1354950,chr10,4,0
ND,Nrd1,"nardilysin, N-arginine dibasic convertase, NRD convertase 1",MGI:1201386,chr4,0,1
ND,Nrf1,nuclear respiratory factor 1,MGI:1332235,chr6,1,1
ND,Nrg1,neuregulin 1,MGI:96083,chr8,1,1
ND,Nrip1,nuclear receptor interacting protein 1,MGI:1315213,chr16,4,0
ND,Nrp2,neuropilin 2,MGI:1100492,chr1,1,0
ND,Nrsn2,neurensin 2,MGI:2684969,ND,1,0
Btl11,Nrxn2,neurexin II,MGI:1096362,chr19,2,0
ND,Nsl1,"NSL1, MIND kinetochore complex component, homolog (S. cerevisiae)",MGI:2685830,chr1,1,0
ND,Nsmce1,non-SMC element 1 homolog (S. cerevisiae),MGI:1914961,chr7,2,0
ND,Nsmce2,"non-SMC element 2 homolog (MMS21, S. cerevisiae)",MGI:1915751,chr15,2,0
ND,Nt5c2,"5'-nucleotidase, cytosolic II",MGI:2178563,chr19,0,1
ND,Nt5c3,"5'-nucleotidase, cytosolic III",MGI:1927186,chr6,1,0
ND,Nt5dc2,5'-nucleotidase domain containing 2,MGI:1917271,chr14,1,0
ND,Ntrk2,"neurotrophic tyrosine kinase, receptor, type 2",MGI:97384,chr13,1,0
ND,Nuak1,"NUAK family, SNF1-like kinase, 1",MGI:1925226,chr10,1,0
ND,Nuak2,"NUAK family, SNF1-like kinase, 2",MGI:1921387,chr1,2,0
ND,Nub1,negative regulator of ubiquitin-like proteins 1,MGI:1889001,chr5,1,0
ND,Nubp1,nucleotide binding protein 1,MGI:1347073,chr16,1,0
ND,Nudcd1,NudC domain containing 1,MGI:1914679,chr15,0,2
ND,Nudcd3,NudC domain containing 3,MGI:2144158,chr11,1,0
ND,Nudt14,nudix (nucleoside diphosphate linked moiety X)-type motif 14,MGI:1913424,chr12,1,0
ND,Nudt19,nudix (nucleoside diphosphate linked moiety X)-type motif 19,MGI:94203,chr7,1,0
ND,Nudt3,nudix (nucleotide diphosphate linked moiety X)-type motif 3,MGI:1928484,chr17,1,0
ND,Nudt4,nudix (nucleoside diphosphate linked moiety X)-type motif 4,MGI:1918457,chr10,3,0
ND,Nufip1,nuclear fragile X mental retardation protein interacting protein 1,MGI:1351474,chr14,1,0
ND,Numa1,nuclear mitotic apparatus protein 1,MGI:2443665,chr7,1,0
ND,Nup107,nucleoporin 107,MGI:2143854,chr10,0,1
ND,Nup153,nucleoporin 153,MGI:2385621,chr13,2,1
ND,Nup160,nucleoporin 160,MGI:1926227,chr2,1,0
ND,Nup214,nucleoporin 214,MGI:1095411,chr2,2,0
ND,Nup43,nucleoporin 43,MGI:1917162,chr10,0,1
ND,Nup50,nucleoporin 50,MGI:1351502,chr15,1,0
ND,Nup54,nucleoporin 54,MGI:1920460,chr5,1,0
ND,Nup85,nucleoporin 85,MGI:3046173,chr11,1,0
ND,Nupl2,nucleoporin like 2,MGI:2387631,chr5,1,0
ND,Nus1,nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae),MGI:1196365,chr10,1,0
ND,Nvl,nuclear VCP-like,MGI:1914709,chr1,0,1
ND,Nwd1,NACHT and WD repeat domain containing 1,MGI:2442268,chr8,0,1
ND,Nxn,nucleoredoxin,MGI:109331,chr11,0,1
ND,Nxnl2,nucleoredoxin-like 2,MGI:1922374,chr13,1,1
ND,Nxt1,NTF2-related export protein 1,MGI:1929619,chr2,3,0
ND,Nyx,nyctalopin,MGI:2448607,chrX,1,0
ND,Oasl2,2'-5' oligoadenylate synthetase-like 2,MGI:1344390,chr5,1,0
ND,Oaz1,ornithine decarboxylase antizyme,MGI:109433,chr10,1,0
Cri28,Oaz2,ornithine decarboxylase antizyme 2,MGI:109492,chr9,1,0
ND,Obfc2a,oligonucleotide/oligosaccharide-binding fold containing 2A,MGI:1923258,chr1,2,0
ND,Odc1,"ornithine decarboxylase, structural 1",MGI:97402,chr12,1,0
ND,Odf1,outer dense fiber of sperm tails 1,MGI:97424,chr15,1,0
ND,Odf2l,outer dense fiber of sperm tails 2-like,MGI:1098600,chr3,1,0
ND,Odf3l1,outer dense fiber of sperm tails 3-like 1,MGI:2681875,chr9,1,0
ND,Odz1,odd Oz/ten-m homolog 1 (Drosophila),MGI:1345185,chrX,0,1
ND,Olfml2b,olfactomedin-like 2B,MGI:2443310,chr1,0,1
ND,Olfml3,olfactomedin-like 3,MGI:1914877,chr3,2,0
ND,Olfr1181,olfactory receptor 1181,MGI:3031015,chr2,0,1
ND,Olfr1199,olfactory receptor 1199,MGI:3031033,chr2,0,1
ND,Olfr1258,olfactory receptor 1258,MGI:3031092,chr2,0,1
ND,Olfr1324,olfactory receptor 1324,MGI:3031158,chrX,1,0
ND,Olfr136,olfactory receptor 136,MGI:2177519,chr17,1,0
ND,Olfr1441,olfactory receptor 1441,MGI:3031275,chr19,1,0
ND,Olfr1507,olfactory receptor 1507,MGI:3031341,chr14,2,0
ND,Olfr164,olfactory receptor 164,MGI:3029998,chr16,1,0
ND,Olfr18,olfactory receptor 18,MGI:109317,chr9,0,1
ND,Olfr225,olfactory receptor 225,MGI:3030059,chr11,1,0
ND,Olfr319,olfactory receptor 319,MGI:3030153,chr11,0,1
ND,Olfr420,olfactory receptor 420,MGI:3030254,chr1,0,1
ND,Olfr523,olfactory receptor 523,MGI:3030357,chr7,1,0
ND,Olfr564,olfactory receptor 564,MGI:3030398,chr7,0,1
ND,Olfr646,olfactory receptor 646,MGI:3030480,chr7,1,0
ND,Olfr648,olfactory receptor 648,MGI:3030482,chr7,1,0
ND,Olfr693,olfactory receptor 693,MGI:3030527,chr7,1,0
ND,Olfr730,olfactory receptor 730,MGI:3030564,chr14,1,0
ND,Olfr837,olfactory receptor 837,MGI:3030671,chr9,0,1
ND,Olig2,oligodendrocyte transcription factor 2,MGI:1355331,chr16,1,0
ND,Omt2b,"oocyte maturation, beta",MGI:106619,chr9,0,1
ND,Onecut1,"one cut domain, family member 1",MGI:1196423,chr9,1,0
ND,Onecut3,"one cut domain, family member 3",MGI:1891409,chr10,1,0
ND,Oog3,oogenesin 3,MGI:2684047,chr4,0,1
